21.5008 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [2560, 1440]. Using actual size
22.3047 	EXP 	Created word = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.2), italic=False, languageStyle='LTR', name='word', opacity=1, ori=0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='block_text', units='norm', win=Window(...), wrapWidth=1)
22.3071 	EXP 	Created postfix = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.2), italic=False, languageStyle='LTR', name='postfix', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='norm', win=Window(...), wrapWidth=1)
22.3084 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
22.3084 	EXP 	window1: recordFrameIntervals = False
22.4212 	EXP 	window1: recordFrameIntervals = True
22.6038 	EXP 	Screen (1) actual frame rate measured at 59.74Hz
22.6039 	EXP 	window1: recordFrameIntervals = False
29.3427 	DATA 	Mouse: Left button down, pos=(1678,613)
29.4266 	DATA 	Mouse:  Left button up, pos=(1678,613)
30.1474 	DATA 	Keypress: lalt
31.2811 	DATA 	Keypress: escape
32.6426 	DATA 	Keypress: space
32.6614 	EXP 	instruct_text: height = np.float64(0.08)
32.6614 	EXP 	instruct_text: height = np.float64(0.08)
32.6614 	EXP 	instruct_text: height = np.float64(0.08)
32.6614 	EXP 	instruct_text: text = 'The 3 types of YES or NO questions you will see will be:\n\n1) Does a word describe you?\n\n2) Does a word describe Marlee (who you mentioned earlier)?\n\n3) Is a word positive?'
32.9472 	DATA 	Keypress: space
32.9557 	EXP 	instruct_text: height = np.float64(0.08)
32.9557 	EXP 	instruct_text: height = np.float64(0.08)
32.9557 	EXP 	instruct_text: height = np.float64(0.08)
32.9557 	EXP 	instruct_text: text = "There are no right or wrong answers!\n\nIf you see a word you don't know, you can just wait for the next one"
33.2064 	DATA 	Keypress: escape
33.5387 	DATA 	Keypress: escape
33.7540 	DATA 	Keypress: space
33.7630 	EXP 	instruct_text: height = np.float64(0.08)
33.7630 	EXP 	instruct_text: height = np.float64(0.08)
33.7630 	EXP 	instruct_text: height = np.float64(0.08)
33.7630 	EXP 	instruct_text: text = 'Each time you answer a question:        \n\n\npress the left button to answer YES\n\npress the right button to answer NO'
34.2805 	DATA 	Keypress: space
34.2888 	EXP 	instruct_text: height = np.float64(0.08)
34.2888 	EXP 	instruct_text: height = np.float64(0.08)
34.2888 	EXP 	instruct_text: height = np.float64(0.08)
34.2888 	EXP 	instruct_text: text = 'Just to make sure everything is working with the buttons.        \n\nPlease press the left button to answer YES'
34.5448 	DATA 	Keypress: escape
34.9216 	DATA 	Keypress: space
36.0736 	DATA 	Keypress: 1
36.0842 	EXP 	instruct_text: height = np.float64(0.08)
36.0842 	EXP 	instruct_text: height = np.float64(0.08)
36.0842 	EXP 	instruct_text: height = np.float64(0.08)
36.0842 	EXP 	instruct_text: text = 'Just to make sure everything is working with the buttons.        \n\nPlease press the right button to answer NO'
36.6990 	DATA 	Keypress: 2
36.7064 	EXP 	instruct_text: height = np.float64(0.08)
36.7064 	EXP 	instruct_text: height = np.float64(0.08)
36.7064 	EXP 	instruct_text: height = np.float64(0.08)
36.7064 	EXP 	instruct_text: text = 'Great! We will go through a few practice trials of each type now.        \n\nTry to make your decision quickly!'
37.2642 	DATA 	Keypress: 1
37.5490 	DATA 	Keypress: 2
37.7385 	DATA 	Keypress: 2
38.4619 	DATA 	Keypress: quoteleft
38.7629 	DATA 	Keypress: escape
38.9937 	DATA 	Keypress: escape
39.1673 	DATA 	Keypress: escape
